input
Interview_1.5_endorsed_edges.csv
nodes
792
edges
10127
trees
10
original node ID, node_in_maj [for each tree]
2014,1,1,1,1,0,0,0,1,1,0
2016,1,1,1,1,1,1,1,1,1,1
2025,0,1,1,0,1,1,1,1,1,1
2036,1,1,1,1,1,1,1,1,1,1
2070,1,1,1,1,1,1,1,1,1,1
2080,1,1,1,1,1,1,1,1,1,1
2094,1,1,1,1,0,0,0,0,1,1
2107,1,1,1,1,1,1,1,1,1,1
2144,1,1,1,1,1,1,1,1,1,0
2197,1,1,1,1,1,0,1,1,1,1
2198,1,1,1,1,1,1,0,1,1,1
2225,0,1,1,0,1,1,1,1,1,1
2230,1,0,1,1,1,1,1,1,0,0
2250,0,0,1,1,1,0,1,1,0,0
2270,1,1,1,0,1,1,1,1,1,1
2274,1,1,1,1,1,1,1,0,1,1
2284,0,1,1,1,1,1,1,1,1,1
2285,1,0,0,1,1,1,1,1,1,1
2295,1,1,1,1,1,1,1,1,1,1
2301,1,1,1,1,1,1,1,1,1,1
2309,1,1,1,1,1,1,1,1,1,1
2310,1,0,0,1,1,0,1,1,1,0
2348,1,1,1,1,1,1,1,1,1,1
2355,1,1,1,1,1,1,1,1,1,1
2360,1,1,1,0,0,1,1,1,1,1
2361,0,1,1,0,0,1,1,1,1,1
2372,0,1,0,1,1,0,1,1,1,1
2382,1,1,1,1,1,1,1,1,1,1
2392,0,1,1,1,0,0,1,1,1,1
2395,0,0,1,1,1,1,1,1,1,1
2400,0,1,1,1,1,1,1,1,1,1
2420,1,1,1,1,1,1,1,1,1,1
2423,1,0,0,0,1,0,1,1,1,1
2441,1,1,1,1,1,1,1,1,1,1
2445,1,1,1,1,1,0,1,1,1,1
2447,1,1,1,1,1,1,1,1,1,1
2483,1,1,0,1,1,1,1,1,1,1
2505,1,1,1,1,1,1,1,1,1,1
2514,1,1,1,1,1,1,1,1,1,1
2522,1,1,1,1,1,1,1,0,1,1
2523,1,1,1,1,1,1,1,1,1,1
2524,1,1,1,1,1,1,0,1,1,1
2534,1,1,1,1,1,0,1,1,1,1
2565,1,1,0,1,1,1,1,1,1,1
2573,1,1,1,1,1,0,1,1,1,1
2577,1,0,1,1,1,0,0,1,1,1
2605,1,1,1,1,1,1,1,1,1,1
2619,0,0,1,1,1,1,1,1,1,1
2624,0,0,1,1,1,1,1,1,1,1
2628,1,1,1,1,1,1,1,0,1,1
2640,1,0,1,1,0,1,1,1,1,0
2641,1,1,0,1,1,1,1,1,1,1
2658,1,1,1,1,1,0,1,1,1,1
2665,1,1,1,1,1,1,1,1,1,1
2677,1,1,1,1,1,1,1,1,1,1
2686,1,1,1,1,1,1,1,1,0,1
2695,1,1,1,1,1,1,1,1,0,0
2704,1,1,1,1,1,1,1,1,1,1
2714,1,0,1,1,1,1,1,0,1,1
2724,1,1,1,1,1,1,1,1,1,1
2736,1,0,1,1,1,1,1,1,0,1
2759,0,1,1,1,1,1,1,1,0,1
2786,1,1,1,0,1,1,1,0,1,1
2796,1,0,1,1,1,1,1,1,1,1
2806,0,1,1,1,1,1,0,1,1,1
2807,1,1,1,1,1,1,1,1,0,1
2811,0,1,1,1,1,1,1,1,1,1
2821,1,1,1,1,1,1,1,1,0,1
2830,1,1,1,0,1,1,1,1,1,1
2832,0,1,0,1,1,1,1,1,1,1
2838,1,1,1,1,1,1,1,0,1,1
2862,1,1,1,1,1,1,1,1,1,1
2869,1,1,1,1,1,1,1,1,1,1
2879,1,1,1,1,1,1,1,1,1,1
2884,1,1,1,1,1,1,0,1,1,1
2891,0,1,1,1,1,1,1,1,1,1
2897,1,1,1,0,1,0,1,1,1,1
2904,1,1,1,1,1,1,1,1,1,1
2917,1,0,1,1,1,1,1,1,1,1
2930,1,0,1,1,1,1,1,1,0,1
2942,1,1,1,1,1,1,1,1,1,1
2946,1,1,1,1,1,1,0,1,1,1
2964,1,0,1,1,1,1,1,1,1,1
2995,1,1,1,1,1,0,1,1,0,1
3028,1,1,0,1,1,0,1,1,1,1
3031,0,1,1,1,1,0,1,1,1,0
3061,1,0,1,1,1,1,1,1,1,1
3070,1,1,1,1,1,1,0,1,1,1
3074,1,1,1,1,1,0,0,1,1,1
3080,1,1,1,0,1,0,1,1,1,1
3085,1,1,1,1,1,0,0,1,1,1
3092,1,0,1,1,1,1,1,0,1,1
3108,1,1,1,1,1,1,1,1,1,0
3118,1,1,1,1,1,1,1,1,0,1
3120,0,1,1,1,1,0,1,1,1,1
3148,1,1,1,1,1,1,0,1,1,1
3180,0,0,1,1,0,1,1,1,1,1
3187,1,1,1,1,1,1,1,1,1,1
3222,1,1,0,1,1,1,1,1,1,1
3229,1,1,1,1,1,1,0,0,1,1
3233,1,1,1,1,1,1,0,1,1,1
3267,1,1,0,1,1,1,1,1,1,1
3268,1,1,0,1,0,0,1,0,1,1
3288,1,1,1,1,1,1,1,1,1,1
3289,1,1,0,1,1,1,1,1,1,1
3291,0,1,1,1,1,1,1,0,1,0
3315,1,1,1,1,1,1,1,1,1,1
3320,1,1,0,1,1,1,1,0,1,1
3324,1,1,1,1,1,1,1,1,0,1
3343,0,1,1,1,1,1,1,0,0,0
3359,1,1,1,1,1,1,1,0,1,1
3363,1,0,1,1,1,1,1,1,1,1
3404,0,1,1,1,0,1,1,1,1,1
3406,1,1,0,1,0,1,1,1,1,1
3418,0,1,1,1,1,0,0,1,1,1
3420,1,0,1,1,1,1,1,0,1,1
3422,0,1,1,1,1,1,1,1,1,1
3431,1,1,1,1,0,1,1,0,1,1
3439,1,1,1,1,1,1,0,0,1,1
3447,1,1,1,1,1,1,1,1,1,1
3453,1,1,1,1,1,1,1,1,1,1
3463,1,1,1,1,1,0,1,1,1,1
3467,1,1,1,1,1,1,1,1,1,1
3479,1,1,1,1,1,1,1,1,1,1
3486,1,0,1,1,1,1,1,1,1,1
3537,0,1,1,1,1,0,1,1,1,1
3551,1,1,1,1,1,1,1,1,1,1
3552,1,1,1,0,0,1,1,1,1,0
3554,1,1,1,1,1,1,1,1,1,0
3559,1,1,1,1,1,1,1,1,0,1
3569,0,0,1,1,1,1,1,1,1,1
3596,0,1,1,0,0,1,1,1,1,0
3608,1,1,1,1,1,1,0,1,1,1
3610,1,1,1,1,1,0,1,1,0,1
3627,1,1,1,1,1,1,1,1,1,1
3693,1,1,1,1,1,0,1,1,0,1
3707,1,1,1,1,1,1,1,0,1,1
3709,1,0,1,1,1,1,1,1,1,1
3736,1,1,1,1,1,1,1,1,1,1
3756,1,0,0,1,1,1,1,1,0,1
3781,0,1,1,1,1,1,1,1,1,1
3801,1,1,1,1,1,1,1,1,1,1
3813,1,1,1,1,1,1,1,1,1,1
3821,1,1,1,1,1,0,1,1,1,1
3835,1,1,1,1,1,1,1,0,1,1
3879,1,1,1,1,1,1,1,1,1,1
3880,1,1,1,1,1,1,1,1,1,1
3900,0,1,0,1,1,0,1,1,1,1
3906,1,1,1,1,1,1,1,1,1,1
3919,1,1,1,1,1,1,1,1,1,1
3928,1,1,1,1,1,1,1,1,1,1
3930,1,1,1,1,1,1,1,1,1,1
3944,1,1,1,1,1,0,1,1,1,1
3977,1,1,1,0,0,1,1,1,1,1
3993,1,0,1,0,1,0,0,1,1,1
4015,1,1,1,0,0,1,1,0,1,0
4017,1,0,1,1,1,1,1,1,1,1
4050,1,1,1,1,1,1,1,1,1,0
4054,1,1,1,1,1,1,0,0,1,1
4058,1,0,1,1,1,1,0,1,1,1
4061,1,1,1,1,1,0,1,1,1,1
4105,1,1,1,1,0,1,1,1,1,0
4134,1,1,1,1,1,0,1,1,0,1
4145,1,1,0,1,1,1,1,1,1,1
4156,1,1,1,1,1,1,1,1,1,1
4168,1,1,1,1,1,1,1,1,1,0
4169,1,1,1,1,1,1,1,1,0,1
4174,1,1,1,1,1,1,1,1,1,1
4230,1,0,1,1,1,0,1,0,1,1
4242,1,1,1,1,1,1,1,1,1,1
4267,1,1,0,1,1,1,1,0,1,1
4318,1,1,1,1,1,1,0,0,1,1
4320,1,1,1,1,1,1,1,0,1,0
4341,0,1,1,1,1,0,1,1,1,1
4364,1,1,1,1,1,1,0,1,1,1
4414,0,1,1,1,1,1,1,0,1,1
4427,1,1,1,0,1,1,1,1,1,1
4431,1,0,1,1,1,1,1,1,0,1
4483,1,0,1,1,1,1,1,0,1,1
4499,1,1,1,1,1,1,1,1,1,1
4513,1,1,1,1,1,1,1,0,1,1
4521,1,1,1,1,1,1,1,1,1,1
4535,0,1,1,1,0,1,1,1,1,0
4572,1,0,1,1,1,1,1,1,1,0
4581,0,1,1,1,1,1,1,1,1,1
4586,0,1,1,1,1,1,1,1,1,1
4613,1,0,1,1,1,1,1,1,1,1
4620,1,1,1,1,1,1,1,1,1,0
4626,1,1,1,0,1,1,1,1,1,1
4654,1,0,1,1,1,1,1,1,1,1
4662,1,0,1,1,1,1,1,1,0,1
4697,1,1,1,1,0,1,1,1,1,0
4699,1,1,1,1,1,1,1,1,1,1
4705,1,1,1,1,1,1,1,1,0,1
4722,0,1,1,1,1,1,1,1,1,1
4725,1,1,1,1,0,1,1,1,1,1
4773,1,0,1,1,1,1,1,1,1,1
4774,1,1,1,1,1,1,1,1,0,1
4781,1,1,1,1,1,1,1,1,1,1
4787,1,1,1,1,1,1,1,1,1,1
4819,1,1,1,0,1,1,1,1,1,1
4821,1,1,1,1,1,1,1,1,1,1
4835,1,0,1,0,1,1,1,1,1,1
4845,1,1,1,1,1,1,1,1,1,1
4847,1,1,1,0,1,1,1,1,1,1
4857,1,1,1,1,1,0,1,1,1,1
4895,1,1,1,1,1,1,1,1,1,1
4898,1,1,1,1,0,1,1,1,1,1
4938,1,1,1,1,1,0,1,1,1,1
4945,1,1,1,1,1,0,1,1,1,1
4993,1,0,0,1,1,1,0,1,1,1
5024,1,1,1,1,1,1,1,1,1,1
5034,1,0,1,1,1,1,1,1,1,1
5039,1,1,1,1,1,0,1,1,1,1
5055,0,1,1,1,1,1,1,1,1,1
5067,1,1,1,1,1,1,1,1,0,1
5115,1,1,1,1,1,1,1,1,1,0
5118,1,1,1,1,1,1,0,1,1,1
5131,0,1,0,1,0,1,1,1,1,1
5163,0,1,1,1,1,1,1,0,1,1
5164,1,1,1,1,1,1,1,1,1,1
5166,1,1,1,1,1,1,1,0,1,1
5181,1,1,1,1,1,0,1,1,0,1
5191,0,1,1,1,1,0,0,1,0,0
5241,1,1,1,0,1,1,0,1,0,1
5264,1,1,1,1,1,1,0,1,1,1
5281,1,1,1,1,1,1,1,0,1,1
5296,1,1,1,1,1,0,1,1,1,1
5336,1,1,1,1,1,1,0,1,0,1
5337,1,0,1,1,1,1,0,1,1,1
5382,1,0,1,1,1,1,1,1,1,0
5391,1,1,1,1,1,1,0,0,1,1
5393,1,1,1,1,1,0,1,1,1,1
5394,1,1,1,1,1,1,1,0,1,1
5398,1,1,1,1,1,0,1,1,1,1
5409,0,1,1,1,1,1,0,1,0,1
5424,0,1,1,1,1,1,1,1,1,0
5459,1,1,1,1,1,1,1,1,1,1
5489,1,1,1,1,1,0,1,1,1,0
5507,1,0,1,0,1,1,1,1,1,1
5515,0,1,0,1,1,1,1,1,1,0
5523,0,1,1,1,1,1,1,1,1,1
5536,1,1,1,1,1,0,0,1,0,1
5545,1,1,1,0,1,1,1,0,1,1
5560,0,1,0,1,1,1,1,1,1,0
5577,1,1,1,1,0,1,1,0,1,1
5600,1,1,1,1,1,1,0,1,0,1
5651,1,0,1,1,1,0,1,1,1,1
5669,1,1,1,1,1,1,0,1,1,1
5676,0,1,1,1,1,0,1,1,1,1
5688,1,1,1,1,1,1,1,1,1,1
5698,1,0,1,1,1,1,1,1,1,1
5706,1,1,1,1,1,1,0,1,1,1
5708,1,1,1,1,1,1,1,1,1,1
5711,1,1,1,1,1,1,1,1,1,1
5721,0,1,1,0,1,0,1,0,1,1
5726,1,1,1,1,0,1,1,0,1,1
5786,0,1,1,0,0,0,1,1,1,1
5787,1,1,1,1,1,0,1,1,1,0
5792,1,1,1,1,1,1,1,1,1,1
5831,1,1,1,1,0,1,1,1,1,1
5838,1,1,1,1,1,1,1,1,1,1
5839,1,1,1,1,1,0,1,1,1,0
5859,1,1,1,1,1,1,1,1,1,1
5866,1,1,1,0,1,1,1,0,1,1
5877,1,1,1,1,1,1,1,0,1,1
5892,1,1,1,1,1,1,1,1,1,1
5894,1,1,1,0,1,1,1,1,1,1
5905,0,0,1,1,1,1,0,1,1,1
5932,0,1,1,1,1,1,1,1,1,1
5937,0,0,1,1,1,1,1,1,1,1
5948,1,1,1,1,1,1,1,1,1,1
5958,1,1,1,1,1,1,1,1,1,1
5991,1,1,1,1,1,1,1,1,1,1
6002,1,1,1,1,1,1,1,1,1,1
6065,1,1,1,1,1,1,1,1,1,1
6070,1,1,1,1,1,1,1,1,0,1
6077,1,0,1,1,1,1,1,1,1,1
6080,1,1,1,1,1,1,1,1,1,1
6085,1,1,1,1,1,1,1,1,1,0
6109,1,1,1,1,1,0,1,1,1,1
6111,1,0,0,1,1,1,0,1,0,1
6123,1,1,0,1,1,1,1,0,1,1
6133,0,1,1,0,0,1,1,0,1,1
6149,1,0,0,1,1,1,1,1,1,1
6182,1,1,1,1,1,1,1,1,0,1
6206,1,0,1,1,0,0,1,1,1,0
6210,1,1,0,1,1,1,1,0,1,1
6216,0,1,1,1,1,0,1,1,1,1
6219,1,1,1,1,1,1,1,1,1,1
6233,1,1,1,1,1,1,0,1,0,1
6255,1,1,1,1,1,1,0,1,1,1
6258,1,1,0,1,1,0,1,1,1,0
6283,0,1,1,1,1,1,0,1,1,1
6351,0,1,1,1,1,0,0,1,0,1
6384,1,1,1,1,1,1,1,1,1,1
6392,1,1,1,1,1,1,1,1,1,1
6401,0,1,1,1,1,1,1,0,1,1
6434,0,1,0,1,1,1,1,1,1,1
6452,0,1,1,1,1,0,1,1,1,1
6489,1,0,0,1,1,0,0,0,1,1
6493,1,1,1,1,1,1,1,1,1,1
6503,0,1,1,1,1,1,0,1,1,1
6520,0,1,1,1,1,1,1,1,1,1
6529,1,1,1,1,1,1,1,1,0,1
6534,1,1,1,1,1,1,0,1,1,1
6540,1,0,1,1,0,1,1,1,1,0
6547,1,0,1,0,1,0,1,0,1,1
6576,0,1,0,1,0,0,1,0,1,1
6579,1,0,1,1,1,1,0,1,1,1
6619,1,1,1,1,1,1,1,1,0,1
6629,1,0,1,1,1,1,1,1,1,1
6633,1,1,1,1,0,1,1,0,1,1
6637,1,0,1,1,1,0,1,1,1,1
6686,1,1,1,1,1,1,1,1,1,1
6687,1,1,1,1,1,1,1,1,1,1
6690,1,1,1,1,1,1,0,1,1,1
6696,1,1,1,1,1,0,1,1,1,1
6708,1,1,1,0,1,1,1,1,1,1
6726,1,1,1,1,1,1,1,1,1,1
6727,1,0,1,1,1,1,1,1,1,1
6738,1,1,1,1,1,0,1,1,0,1
6740,1,1,1,1,1,1,1,1,1,1
6744,0,1,1,1,1,1,1,1,1,1
6749,1,1,1,0,1,1,1,1,1,1
6754,1,1,1,1,1,1,1,1,0,1
6764,1,1,1,1,0,1,1,1,0,1
6769,1,1,1,1,1,1,1,1,1,1
6794,1,1,1,1,1,1,1,1,1,1
6808,1,0,1,0,1,1,1,1,1,0
6834,0,1,1,1,1,1,0,1,1,1
6859,1,1,1,1,1,1,1,0,1,1
6863,1,0,1,1,1,1,1,0,1,1
6869,1,1,0,1,1,1,0,1,0,1
6870,1,1,1,1,1,1,0,1,1,1
6878,1,0,1,1,1,1,1,0,1,0
6891,1,1,1,1,1,1,1,1,1,1
6928,1,1,1,1,1,1,1,1,1,1
6929,1,1,1,0,1,1,1,1,1,0
6931,1,1,1,1,1,1,1,1,1,1
6945,1,1,1,1,1,1,0,1,0,1
6952,1,1,1,1,1,1,1,1,1,1
6967,1,1,1,0,1,1,1,1,1,0
6983,1,1,1,1,1,0,1,1,1,1
6990,1,1,0,1,1,0,1,1,1,1
6999,1,1,0,1,1,1,1,1,1,1
7000,1,0,1,1,1,1,1,1,0,1
7018,1,1,1,1,1,0,1,1,1,1
7058,1,1,1,1,1,1,1,1,0,1
7063,1,1,1,1,1,1,1,1,1,1
7066,0,1,1,1,1,1,1,1,0,1
7073,0,1,1,0,1,1,1,1,1,1
7082,1,1,1,1,1,1,1,1,1,1
7103,1,1,1,1,1,1,1,1,1,1
7123,1,1,1,1,1,1,1,1,1,1
7140,1,1,1,1,1,0,1,1,1,1
7157,1,1,1,1,0,0,1,0,0,1
7176,1,0,1,1,1,1,1,1,1,1
7188,1,1,1,1,1,1,1,1,1,1
7227,1,0,1,0,1,0,1,0,1,1
7241,1,1,1,1,0,1,1,1,1,1
7306,1,0,1,1,1,1,1,1,1,1
7315,1,1,1,1,1,1,1,1,1,0
7328,1,1,1,1,1,1,1,1,1,1
7335,1,1,1,1,1,0,1,1,1,1
7337,1,0,1,1,1,1,1,1,1,1
7404,1,1,1,1,1,0,1,1,1,1
7407,0,1,1,1,0,1,1,1,1,1
7430,1,1,1,1,1,0,1,1,1,1
7478,1,1,1,1,1,1,1,1,1,1
7488,1,1,1,1,1,1,1,1,1,1
7519,1,1,1,1,1,1,1,0,1,1
7541,0,1,1,1,1,1,1,1,1,1
7627,1,1,1,1,1,1,1,1,1,1
7636,1,0,0,1,1,1,1,1,1,1
7641,1,1,1,1,1,1,1,1,1,1
7651,1,1,1,1,1,1,1,1,1,1
7653,0,1,1,1,1,1,1,1,1,0
7668,1,0,1,1,1,1,1,1,1,1
7691,1,1,1,1,1,1,1,1,1,1
7699,1,1,1,1,1,1,1,1,1,1
7704,1,1,1,1,1,1,1,0,1,0
7735,1,1,1,1,1,1,1,0,1,1
7744,1,0,1,1,1,1,1,1,0,1
7745,1,1,0,0,1,1,1,1,1,1
7750,0,1,1,1,1,1,1,0,1,1
7757,1,1,1,1,1,1,0,1,0,1
7766,1,1,0,1,1,1,1,1,0,1
7771,1,0,1,1,1,1,1,1,1,0
7782,1,1,1,1,1,1,1,1,1,1
7796,0,1,1,0,1,1,1,0,1,1
7807,1,1,1,1,1,0,1,1,1,1
7825,1,1,1,1,1,1,1,1,1,1
7857,1,0,1,1,0,1,1,1,1,1
7864,1,1,1,0,1,1,1,1,1,1
7868,0,0,1,1,1,1,1,1,1,1
7870,0,1,1,1,1,1,1,0,1,1
7897,1,1,1,1,1,0,1,1,1,1
7909,1,1,1,1,1,1,1,1,1,1
7910,1,0,1,1,1,1,1,1,1,0
7922,0,1,1,1,1,1,1,1,1,1
7931,1,1,1,1,1,0,1,1,1,0
7937,0,1,1,0,1,1,0,0,1,0
7940,1,0,1,1,1,1,1,1,0,1
7947,1,0,1,1,1,1,1,0,1,0
7949,1,1,1,1,0,1,1,0,1,0
7957,1,1,1,1,1,1,0,1,1,1
7960,1,1,1,1,1,1,1,1,1,1
7985,1,1,1,1,1,1,1,1,1,1
8017,0,1,1,1,1,1,1,1,1,1
8038,0,1,1,1,0,1,1,1,1,0
8042,1,0,1,1,0,0,1,1,1,1
8059,1,0,1,1,1,0,1,1,1,1
8069,1,1,1,1,1,1,1,1,1,1
8075,1,1,1,1,0,0,1,1,0,1
8094,1,1,1,1,1,1,0,1,1,1
8110,0,1,1,1,0,1,1,1,1,1
8122,1,1,1,1,1,1,1,1,1,1
8137,1,1,1,1,1,0,1,1,1,1
8169,1,1,1,1,1,0,1,1,1,1
8176,0,1,1,1,1,0,1,1,1,1
8188,1,0,1,1,1,1,1,1,1,1
8190,1,1,0,0,1,1,0,1,1,1
8272,1,1,1,1,1,1,1,1,1,1
8299,0,1,1,1,0,1,1,1,1,1
8300,1,1,0,1,1,1,1,1,1,1
8301,1,1,0,1,0,0,1,1,1,1
8319,1,1,1,1,1,1,1,1,1,1
8323,1,1,1,1,1,0,1,1,1,1
8344,0,1,1,1,1,1,1,1,1,1
8357,1,1,0,1,1,0,1,1,1,1
8364,1,1,1,1,0,1,1,1,1,1
8445,1,0,1,1,1,1,1,1,1,1
8481,1,1,1,1,1,1,1,1,1,1
8516,1,1,1,1,0,0,1,1,1,1
8543,1,1,1,1,1,1,1,1,1,1
8549,1,1,1,1,1,0,1,1,1,1
8552,1,0,1,1,1,1,1,1,1,1
8554,1,1,1,1,0,1,1,1,1,1
8567,0,1,1,0,1,1,1,1,1,1
8568,1,1,1,0,1,1,1,0,1,1
8577,1,1,1,1,1,1,1,1,1,1
8583,1,1,1,1,1,1,1,0,1,1
8603,1,1,0,1,0,1,0,0,1,1
8606,1,0,1,1,1,1,1,1,1,1
8607,0,1,1,1,1,0,1,0,0,1
8637,1,1,1,0,1,1,1,0,1,1
8651,1,1,1,1,1,1,1,1,1,1
8682,0,1,1,1,1,1,1,0,1,1
8689,0,1,1,1,1,0,1,0,1,1
8712,1,0,1,1,1,1,1,1,1,1
8724,1,1,0,1,1,1,1,1,0,1
8725,1,1,1,1,1,1,0,1,0,1
8751,1,1,1,1,1,0,1,1,0,1
8791,1,1,1,1,1,1,1,0,1,1
8806,0,1,1,1,1,1,1,1,1,1
8837,1,0,1,1,1,1,1,1,1,1
8868,1,0,1,1,1,0,1,1,0,1
8890,1,1,1,1,1,1,0,0,1,1
8904,1,1,1,1,1,1,1,1,1,1
8918,1,1,1,1,1,1,1,0,1,1
8949,0,1,0,0,1,1,0,1,1,1
8952,1,1,1,1,1,1,0,1,1,1
8957,1,1,1,1,1,1,1,1,1,1
8967,1,1,1,1,1,1,1,0,1,1
8990,1,1,1,1,1,0,0,1,1,1
8994,1,1,1,1,1,1,1,1,1,1
9047,0,1,0,1,1,1,1,1,1,1
9059,1,1,1,1,1,1,1,1,1,1
9061,1,1,1,1,1,1,0,1,1,1
9077,0,1,0,1,1,1,0,1,1,1
9094,1,0,1,1,1,0,0,1,0,1
9127,0,1,0,1,1,1,1,1,1,1
9141,1,1,1,1,1,1,1,1,1,1
9162,1,1,1,1,1,1,1,1,1,1
9178,1,1,1,1,1,1,0,1,0,1
9183,1,1,1,1,1,0,1,1,0,1
9185,1,1,1,1,1,1,1,1,1,1
9215,1,1,1,1,1,1,1,1,1,1
9217,1,1,1,0,1,0,1,1,1,0
9219,1,1,1,1,1,1,1,1,1,1
9239,1,1,1,1,0,1,1,1,1,1
9249,1,1,1,1,1,1,1,1,1,1
9331,0,1,1,1,1,1,1,1,1,1
9334,1,1,1,1,1,1,1,1,1,0
9352,1,1,1,1,1,1,1,1,1,1
9382,1,1,1,1,1,1,1,1,1,1
9414,1,1,1,1,1,1,1,1,1,1
9437,1,1,1,1,1,1,1,1,1,1
9441,1,1,1,1,1,1,1,1,1,1
9473,1,0,1,1,1,1,1,1,1,1
9476,1,1,1,1,1,1,1,1,1,1
9506,1,1,1,1,1,1,1,1,1,1
9553,1,0,1,1,1,1,1,1,1,1
9558,1,1,1,1,1,0,1,1,1,1
9566,0,1,1,1,1,1,0,1,1,1
9583,0,1,1,1,1,1,1,1,0,1
9602,1,1,1,1,1,0,1,1,1,1
9610,1,1,1,1,1,0,1,1,1,1
9619,1,0,1,1,0,1,1,1,1,1
9624,1,1,1,1,1,1,1,1,0,1
9638,1,1,1,1,1,0,1,1,0,1
9653,0,1,1,1,1,0,1,1,0,1
9665,1,1,0,1,1,1,1,1,1,1
9692,1,1,1,1,1,1,0,1,1,1
9701,1,1,1,1,1,1,1,0,1,0
9728,0,1,1,1,1,1,0,1,1,1
9738,1,1,0,1,1,1,1,0,1,1
9775,1,1,1,1,0,1,1,0,1,1
9783,1,1,1,1,1,1,1,1,1,1
9800,1,1,1,0,1,1,1,0,1,1
9806,1,0,1,1,1,1,1,1,1,1
9835,1,0,1,1,1,1,1,1,1,1
9854,0,1,0,0,0,1,1,0,1,1
9882,1,1,1,1,1,1,1,1,1,1
9931,1,1,1,1,1,1,1,1,1,1
9964,0,1,1,1,1,1,1,1,1,1
10016,0,1,0,0,1,1,1,0,1,1
10030,1,1,1,1,1,1,1,0,1,1
10066,1,1,1,1,1,1,1,1,1,1
10084,1,1,1,1,1,1,1,1,1,1
10089,1,0,1,1,1,1,1,1,0,1
10143,1,1,1,0,1,1,1,0,1,1
10156,0,1,1,1,1,1,1,1,1,1
10160,0,1,1,1,1,1,1,0,1,1
10208,0,1,1,1,1,1,1,1,1,1
10211,1,1,1,0,1,1,0,1,1,1
10216,1,1,1,0,1,1,1,1,1,1
10222,1,1,1,1,1,1,1,1,1,1
10226,1,1,0,0,1,1,1,1,1,0
10227,1,0,1,1,1,1,1,1,1,1
10234,1,1,1,1,1,1,1,1,0,1
10246,1,1,0,1,1,1,1,0,1,1
10249,1,1,1,1,1,1,0,1,1,1
10256,1,0,1,1,1,1,1,0,1,1
10284,1,1,1,1,1,1,1,1,1,1
10288,1,1,1,1,1,1,1,1,1,1
10299,1,1,1,0,0,1,1,0,1,1
10318,1,1,1,1,1,0,1,1,0,1
10324,1,1,1,0,1,1,1,0,1,1
10325,1,1,1,1,1,1,1,1,1,0
10333,1,1,1,1,1,1,1,1,1,1
10357,1,1,1,1,0,1,1,1,1,1
10360,1,1,1,1,1,0,1,1,1,1
10362,1,0,1,1,1,0,1,1,1,1
10365,1,1,1,1,1,1,1,1,1,1
